feature,importance_gain,importance_split
x_1440m_RVol,558028977.0,1156
x_1440m_Premium,256588405.0,538
x_480m_H2L_Vol,236270545.0,508
x_120m_H2L_Vol,236199221.0,519
x_5m_WhaleGap,227817405.0,378
x_15m_H2L_Vol,218569999.0,460
x_720m_H2L_Vol,215242254.0,491
x_1440m_L2C,208550071.0,493
x_480m_O2H_neut,200291403.0,425
x_1440m_NetTaker_neut,198652298.0,415
x_1440m_O2H_neut,197750336.0,441
x_5m_RatioSkew_neut,192948075.0,400
x_720m_O2H,191843253.0,432
x_240m_O2H,189094625.0,453
x_1440m_O2H,189003819.0,450
x_1440m_OI_Chg_neut,188933348.0,436
x_120m_O2H,183855709.0,393
x_1440m_L2C_neut,183017470.0,426
x_480m_RatioSkewDiff_neut,182703458.0,357
x_1440m_O2L,182279972.0,355
x_240m_O2H_neut,182141631.0,372
x_480m_L2C_neut,181958395.0,417
x_120m_O2H_neut,181002674.0,404
x_480m_OI_Chg,180750264.0,368
x_480m_NetTaker_neut,178783567.0,330
x_1440m_OI_Chg,177751133.0,381
x_720m_O2L_neut,176473984.203125,376
x_720m_O2L,170757760.0,349
x_60m_H2L_Vol_neut,169616278.0,401
x_120m_Vol_neut,166491104.203125,361
x_1440m_H2C,162162100.0,358
x_240m_OI_P_Corr,161000388.0,344
x_1440m_H2C_neut,158030238.0,381
x_480m_L2C,156544218.0,352
x_60m_O2H,154161092.0,345
x_5m_RVol,152935251.0,352
x_120m_Vol,149495172.0,323
x_240m_OI_Chg_neut,147824212.0,350
x_120m_L2C,147803240.0,321
x_1440m_O2L_neut,147113331.0,347
x_1440m_EffRatio_neut,144255799.1015625,334
x_5m_Premium_neut,144143653.0,336
x_5m_H2L_Vol_neut,143564088.0,319
x_120m_L2C_neut,142987182.0,304
x_240m_OI_Chg,142562044.0,357
x_480m_EffRatio_neut,141982211.0,319
x_720m_OI_XSkew,140696273.796875,332
x_720m_OI_Chg_neut,139646351.0,342
x_720m_Close_Diff_Rate_neut,138831374.0,351
x_30m_O2H,138750313.0,332
x_1440m_PctB_neut,137891459.0,335
x_240m_O2C,137773472.0,348
x_240m_PctB_neut,134338884.0,274
x_1440m_PremiumDiff,133972477.0,300
x_480m_Close_Diff_Rate,132894984.0,307
x_480m_O2C_neut,132472326.0,294
x_120m_OI_Chg,132355489.0,333
x_480m_O2L_neut,132351213.0,328
x_1440m_OI_Price_Ratio_neut,131770645.0,238
x_30m_O2L_neut,130929418.0,300
x_1440m_RatioSkewDiff_neut,128644294.0,257
x_60m_Vol_neut,128472135.0,267
x_120m_O2L_neut,128424310.0,292
x_720m_OI_Price_Ratio,128111635.0,244
x_120m_OI_Chg_neut,127996944.0,310
x_240m_C2VWAP_neut,126072267.0,314
x_60m_OI_Chg_neut,125351354.0,329
x_720m_O2C_neut,123321614.0,290
