feature,importance_gain,importance_split
x_1440m_RVol,888648460.0,650
x_1440m_Premium,609160418.0,467
x_480m_RatioSkewDiff_neut,485366598.0,365
x_1440m_NetTaker_neut,462963354.0,371
x_5m_RatioSkew_neut,446751835.0,311
x_480m_H2C_neut,435463499.0,263
x_120m_Vol,434844011.0,327
x_120m_NetTaker_neut,428888450.0,269
x_5m_WhaleGap,427571197.0,306
x_720m_OI_XSkew,425536945.0,345
x_240m_NetTaker_neut,416980016.0,308
x_480m_NetTaker_neut,391769724.0,305
x_1440m_OI_Price_Ratio_neut,383974185.0,278
x_1440m_OI_Chg,365222348.0,314
x_720m_OI_Price_Ratio_neut,362480060.0,273
x_1440m_H2C_neut,356803905.0,250
x_720m_O2L,355759145.0,318
x_240m_O2H_neut,354917988.0,228
x_720m_EffRatio,354477985.0,250
x_240m_OI_P_Corr,350303428.0,307
x_120m_VolDiff_neut,348995763.0,291
x_480m_EffRatio_neut,342145301.0,266
x_720m_H2L_Vol,335804175.0,290
x_480m_O2L_neut,332077884.0,301
x_1440m_EffRatio,329313629.0,275
x_1440m_O2L,324830600.0,302
x_120m_H2L_Vol,323271450.0,287
x_120m_O2L_neut,320665450.0,264
x_1440m_L2C_neut,319959289.0,282
x_120m_Vol_neut,316453747.0,290
x_480m_H2L_Vol,316420020.0,262
x_480m_O2H_neut,315224379.0,254
x_15m_H2L_Vol,315221924.0,275
x_1440m_RatioSkewDiff_neut,314574603.0,266
x_1440m_H2C,309921267.0,274
x_720m_H2C_neut,308833941.0,207
x_720m_O2L_neut,308782056.0,285
x_480m_EffRatio,306304089.0,228
x_1440m_O2L_neut,304819389.0,269
x_720m_OI_Price_Ratio,301534775.0,249
x_240m_EffRatio_neut,298028153.0,216
x_120m_CrowdingPressure_neut,293748077.0,275
x_1440m_EffRatio_neut,289735216.0,250
x_1440m_PremiumDiff,289034531.0,272
x_120m_O2H_neut,287101818.0,232
x_480m_O2L,285409513.0,261
x_240m_O2L,281020210.0,236
x_1440m_O2H_neut,280469970.0,259
x_480m_L2C,279784775.0,259
x_5m_Premium_neut,279722113.0,266
x_720m_OI_Z_neut,279113832.0,203
x_240m_O2L_neut,278192921.0,253
x_1440m_L2C,278186922.0,262
x_15m_RatioSkewDiff_neut,275509963.0,249
x_720m_OI_Chg_neut,275409898.0,253
x_1440m_O2H,274554631.0,267
x_120m_O2H,270630278.0,251
x_480m_OI_Chg,270273095.0,242
x_60m_OI_Price_Ratio,267443365.0,228
x_5m_RVol,267089919.0,227
x_240m_PctB_neut,262442735.0,209
x_240m_O2H,255599705.0,272
x_1440m_PctB,255338730.0,184
x_60m_Vol_neut,255097306.0,221
x_480m_L2C_neut,253935097.0,235
x_480m_Close_Diff_Rate,249354118.0,217
x_60m_O2L_neut,245483191.0,224
x_15m_L2C,244160600.0,222
x_120m_OI_Chg_neut,243899499.0,220
x_1440m_PctB_neut,242927713.0,214
x_120m_L2C,238949941.0,212
x_1440m_OI_Chg_neut,237879345.0,229
x_720m_OI_Z,237600922.0,204
x_60m_O2L,237292616.0,220
x_120m_H2C_neut,232696022.0,209
x_240m_OI_Chg_neut,227647877.0,219
x_720m_PremiumDiff_neut,226883558.0,189
x_240m_PremiumDiff,226247137.0,187
