feature,importance_gain,importance_split
x_120m_Vol_neut,154618924.0,21
x_1440m_EffRatio,117103540.0,23
x_720m_OI_Z_neut,109082066.0,22
x_1440m_RVol,103916960.0,41
x_480m_RatioSkewDiff_neut,101635102.0,38
x_720m_OI_Z,89828150.0,14
x_1440m_O2H,88086290.0,19
x_240m_O2H,86664130.0,16
x_120m_Vol,83665170.0,19
x_1440m_Premium,82390079.0,27
x_720m_OI_XSkew,81283280.0,24
x_5m_PremiumDiff_neut,76803310.0,13
x_5m_WhaleGap,70829146.0,32
x_480m_L2C,70338800.0,21
x_480m_EffRatio,67163120.0,18
x_720m_EffRatio,66977871.0,16
x_1440m_O2H_neut,64185666.0,30
x_1440m_PctB,63812420.0,15
x_240m_O2H_neut,62079830.0,18
x_1440m_OI_Chg_neut,61468352.0,19
x_480m_EffRatio_neut,61020120.0,21
x_60m_Vol_neut,60544660.0,23
x_720m_OI_Price_Ratio,59260410.0,17
x_5m_RatioSkew_neut,58468390.0,21
x_240m_OI_P_Corr,57132743.0,19
x_720m_O2H_neut,56161823.0,14
x_1440m_O2L,53804610.0,12
x_240m_EffRatio_neut,53725720.0,17
x_720m_OI_Price_Ratio_neut,53304393.0,19
x_1440m_RatioSkewDiff_neut,52113413.0,21
x_720m_O2C_neut,50574040.0,13
x_120m_O2L_neut,50308220.0,18
x_120m_O2H_neut,49978910.0,12
x_15m_RatioSkewDiff_neut,48197490.0,17
x_1440m_L2C_neut,47643417.0,23
x_480m_OI_Chg,46941810.0,12
x_1440m_H2C_neut,45817031.0,20
x_720m_H2C_neut,45094100.0,17
x_120m_PremiumDiff_neut,44382370.0,11
x_1440m_L2C,43293665.0,18
x_720m_O2H,42869800.0,14
x_1m_Premium,42565330.0,16
x_480m_H2C_neut,42054050.0,16
x_15m_O2L,39919250.0,8
x_1440m_EffRatio_neut,38273600.0,13
x_480m_H2L_Vol,38203735.0,15
x_120m_O2H,37970850.0,15
x_120m_H2C_neut,37661510.0,14
x_120m_VolDiff_neut,37353970.0,15
x_240m_O2L,36193155.0,13
x_15m_PremiumDiff,35419914.0,18
x_480m_PremiumDiff,35071070.0,11
x_5m_RVol,34551350.0,12
x_60m_H2L_Vol_neut,34413260.0,12
x_480m_NetTaker_neut,33858576.0,14
x_1440m_OI_Price_Ratio_neut,33412710.0,14
x_120m_C2VWAP_neut,33289370.0,11
x_5m_H2L_Vol_neut,33038150.0,14
x_480m_O2L,33004721.0,9
x_480m_L2C_neut,32993900.0,10
x_5m_Premium_neut,32707490.0,6
x_1m_C2VWAP,32078592.0,10
x_720m_O2L_neut,31874710.0,14
x_60m_O2H,30742530.0,14
x_30m_PremiumDiff_neut,30194108.0,12
x_5m_O2C,29946180.0,8
x_60m_O2H_neut,29762470.0,10
x_480m_O2L_neut,29711390.0,15
x_30m_O2H,29262600.0,13
x_1m_L2C,29229910.0,10
