feature,importance_gain,importance_split
x_480m_NetTaker_neut,32637137.0,8
x_1440m_O2L,29518226.0,14
x_720m_EffRatio,21700469.0,18
x_1440m_RatioSkewDiff_neut,21159004.0,21
x_480m_RatioSkewDiff_neut,20796099.0,19
x_240m_EffRatio_neut,19673542.0,8
x_1440m_L2C_neut,18830959.0,20
x_240m_NetTaker_neut,16326308.0,11
x_1440m_O2H,15750548.0,15
x_480m_H2L_Vol,14790037.0,8
x_5m_L2C,13605407.0,19
x_720m_OI_XSkew,12720674.0,17
x_120m_NetTaker_neut,12435800.0,8
x_240m_O2H,11033105.0,13
x_120m_H2C_neut,10652693.0,10
x_1m_H2L_Vol,10573903.0,11
x_1440m_O2H_neut,10061959.0,15
x_5m_WhaleGap,9777149.0,9
x_60m_OI_Price_Ratio,9439531.0,8
x_1440m_NetTaker_neut,9348061.0,5
x_480m_OI_Chg,9205432.0,7
x_30m_PremiumDiff_neut,9126477.0,7
x_15m_O2H_neut,8895848.0,7
x_240m_OI_P_Corr,8347281.0,8
x_1440m_EffRatio_neut,7992103.0,9
x_120m_L2C,7817623.0,6
x_1440m_H2C,7756990.0,6
x_60m_Close_Diff_Rate,7650346.0,7
x_1440m_L2C,7498878.0,10
x_720m_O2L_neut,7273117.0,9
x_1440m_PremiumDiff,7036423.0,9
x_120m_Close_Diff_Rate_neut,6751260.0,7
x_5m_O2H_neut,6728547.0,11
x_15m_H2C,6460248.0,8
x_5m_O2L,6369212.0,8
x_60m_H2L_Vol_neut,6260014.0,8
x_480m_EffRatio,6259757.0,6
x_720m_OI_Price_Ratio_neut,6244385.0,10
x_720m_Close_Diff_Rate_neut,6239412.0,9
x_720m_O2H,6139642.0,7
x_240m_PremiumDiff,6136650.0,6
x_5m_O2C_neut,6079573.0,4
x_15m_PremiumDiff_neut,6027095.0,9
x_120m_H2L_Vol,5922979.0,9
x_30m_O2C,5872170.0,6
x_240m_O2C,5851929.0,7
x_60m_PremiumDiff_neut,5795667.0,8
x_1440m_Close_Diff_Rate_neut,5736476.0,7
x_120m_VolDiff_neut,5610853.0,9
x_5m_PremiumDiff_neut,5563278.0,7
x_120m_O2L_neut,5491968.0,4
x_1m_O2L_neut,5457922.0,8
x_1440m_RVol,5186228.0,7
x_720m_H2L_Vol,5146230.0,6
x_5m_H2L_Vol_neut,5016014.0,8
x_480m_EffRatio_neut,4769156.0,5
x_5m_PremiumDiff,4741988.0,2
x_30m_OI_Chg,4739936.0,6
x_720m_O2C_neut,4684285.0,6
x_60m_O2H,4614112.0,7
x_480m_L2C,4552783.0,4
x_15m_OI_Chg,4454841.0,7
x_1m_L2C_neut,4393218.0,6
x_1440m_O2C_neut,4379987.0,7
x_60m_Vol_neut,4225633.0,5
x_1440m_Premium,4140120.0,5
x_30m_L2C_neut,4095487.0,6
x_120m_Vol,3982453.0,4
x_240m_C2VWAP_neut,3961790.0,5
x_5m_O2C,3856014.0,4
x_1440m_PctB_neut,3725959.0,4
x_120m_O2H_neut,3684234.0,3
x_5m_OI_Chg,3634843.0,6
x_480m_PremiumDiff_neut,3625638.0,5
x_60m_EffRatio,3602423.0,5
x_120m_OI_Chg_neut,3566911.0,6
x_120m_PremiumDiff_neut,3460189.0,5
x_30m_O2L_neut,3413280.0,5
x_120m_L2C_neut,3396882.0,5
x_720m_OI_Price_Ratio,3195997.0,4
x_15m_O2L,3085300.0,3
x_5m_RatioSkew_neut,2999535.0,4
x_480m_Close_Diff_Rate,2981615.0,3
x_240m_OI_Chg_neut,2956806.0,2
x_5m_H2C_neut,2913403.0,4
x_1m_H2L_Vol_neut,2887010.0,2
x_720m_O2H_neut,2766960.0,3
x_60m_PremiumDiff,2741729.0,3
x_60m_OI_Chg,2692769.0,5
x_480m_O2H_neut,2657171.0,4
x_240m_PctB_neut,2650161.0,2
x_30m_PremiumDiff,2559888.0,3
x_5m_C2VWAP_neut,2367904.0,3
x_5m_H2C,2300207.0,4
x_720m_OI_Z,2171869.0,4
x_5m_PctB_neut,2155477.0,4
x_60m_H2C,2080352.0,3
x_1440m_H2C_neut,2006982.0,3
x_60m_O2L,2000903.0,3
x_30m_OI_Chg_neut,1992393.0,3
x_120m_CrowdingPressure_neut,1907242.0,3
x_1m_O2H_neut,1842331.0,3
x_30m_O2L,1822255.0,2
x_240m_OI_Chg,1770140.0,3
x_15m_PremiumDiff,1720359.0,3
x_120m_O2L,1655800.0,3
x_480m_PremiumDiff,1520698.0,3
x_15m_O2L_neut,1427170.0,3
x_15m_RatioSkewDiff_neut,1413189.0,2
x_5m_O2L_neut,1334522.0,3
x_1440m_EffRatio,1329304.0,2
x_15m_OI_Chg_neut,1317886.0,2
x_240m_PremiumDiff_neut,1157929.0,2
x_720m_OI_Chg_neut,893966.0,2
x_30m_O2H_neut,766225.0,1
x_120m_PremiumDiff,725041.0,2
x_1m_Premium_neut,701009.0,2
x_60m_O2H_neut,643763.0,1
x_1m_H2C_neut,574456.0,1
x_60m_O2L_neut,0.0,0
x_60m_EffRatio_neut,0.0,0
x_60m_OI_Chg_neut,0.0,0
x_5m_RVol_neut,0.0,0
x_720m_OI_Z_neut,0.0,0
x_5m_RVol,0.0,0
x_5m_Premium_neut,0.0,0
