feature,importance_gain,importance_split
x_720m_OI_Z,1817808752.0,65
x_120m_Vol,1154455960.0,85
x_720m_OI_Z_neut,1058321128.0,54
x_720m_OI_XSkew,922777820.0,98
x_1440m_RVol,582102754.0,75
x_120m_Vol_neut,574533190.0,76
x_1440m_PctB,513642770.0,50
x_240m_PctB_neut,467486510.0,33
x_5m_WhaleGap,441395730.0,66
x_240m_OI_P_Corr,440769410.0,77
x_1440m_RatioSkewDiff_neut,423709210.0,70
x_480m_EffRatio,409485254.0,36
x_60m_Vol_neut,406044590.0,55
x_480m_RatioSkewDiff_neut,394671890.0,75
x_120m_O2H_neut,386534434.0,28
x_1440m_EffRatio,373790330.0,52
x_1440m_NetTaker_neut,372126520.0,59
x_120m_NetTaker_neut,368278500.0,40
x_480m_NetTaker_neut,343648110.0,50
x_720m_OI_Price_Ratio_neut,328673360.0,46
x_120m_VolDiff_neut,306740180.0,60
x_5m_RatioSkew_neut,291098610.0,55
x_1440m_Premium,283378850.0,64
x_240m_O2H,267119200.0,39
x_720m_H2C_neut,262534470.0,46
x_1440m_H2C_neut,260478680.0,53
x_60m_EffRatio,257753340.0,35
x_720m_EffRatio,255087550.0,40
x_1440m_H2C,252654660.0,50
x_240m_O2H_neut,248122260.0,31
x_480m_H2C_neut,234499810.0,36
x_720m_OI_Price_Ratio,230435370.0,39
x_240m_NetTaker_neut,209914360.0,36
x_30m_PremiumDiff,205146420.0,35
x_720m_O2H_neut,203216950.0,30
x_1440m_O2L,203153960.0,46
x_120m_H2L_Vol,200000350.0,36
x_1440m_PctB_neut,198458150.0,22
x_480m_O2L,188100650.0,29
x_720m_OI_Chg_neut,184198790.0,32
x_480m_L2C,176641340.0,41
x_240m_C2VWAP_neut,176421220.0,21
x_1440m_OI_Chg_neut,175886730.0,35
x_1440m_L2C_neut,175511530.0,26
x_240m_O2C,168897440.0,42
x_1440m_EffRatio_neut,165898420.0,25
x_480m_O2H_neut,162969540.0,30
x_60m_PremiumDiff_neut,162521490.0,28
x_15m_RatioSkewDiff_neut,160780650.0,29
x_480m_OI_Chg,147114000.0,40
x_1440m_L2C,145714280.0,27
x_240m_EffRatio_neut,144117460.0,26
x_1440m_Close_Diff_Rate_neut,143051620.0,20
x_15m_H2L_Vol,141926460.0,23
x_60m_EffRatio_neut,141521480.0,24
x_480m_L2C_neut,141097740.0,24
x_480m_PremiumDiff,139889170.0,22
x_480m_O2L_neut,138079910.0,27
x_720m_O2H,132897390.0,17
x_720m_O2C_neut,131083720.0,29
x_120m_CrowdingPressure_neut,128149150.0,28
x_120m_OI_Chg_neut,128021590.0,17
x_60m_O2H_neut,127203190.0,22
x_1440m_OI_Price_Ratio_neut,127054110.0,26
x_1440m_O2H,123317920.0,22
x_60m_O2L,120540760.0,27
x_1440m_O2C_neut,118729186.0,10
x_5m_Premium_neut,116743540.0,21
x_120m_O2L_neut,116297250.0,22
x_5m_RVol,115807500.0,19
x_120m_L2C,114733170.0,27
x_720m_H2L_Vol,112398810.0,24
x_15m_OI_Chg,111083380.0,18
x_120m_O2H,109453950.0,21
x_60m_OI_Chg_neut,108529710.0,20
x_720m_O2L_neut,106927970.0,31
x_720m_PremiumDiff_neut,105794570.0,20
x_240m_O2L_neut,103829900.0,18
x_1440m_OI_Chg,103296220.0,30
x_60m_PremiumDiff,101018520.0,18
x_30m_PremiumDiff_neut,100190900.0,19
x_30m_O2L,99494520.0,16
x_480m_H2L_Vol,97934120.0,29
x_1440m_PremiumDiff,97917910.0,21
x_120m_H2C_neut,97464830.0,20
x_120m_Close_Diff_Rate_neut,94796430.0,10
